,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sports.type,sports.value
9742,uri,http://www.wikidata.org/entity/Q7910864,en,literal,Valentina Gerasimova,literal,athletics competitor
9743,uri,http://www.wikidata.org/entity/Q7910887,en,literal,Valentina Skrabatun,literal,rower
9744,uri,http://www.wikidata.org/entity/Q7911129,en,literal,Valeri Dolinin,literal,rower
9745,uri,http://www.wikidata.org/entity/Q7912880,en,literal,Valérie Dionne,literal,water polo player
9746,uri,http://www.wikidata.org/entity/Q7922531,en,literal,Veronique Marrier D'Unienville,literal,archer
9747,uri,http://www.wikidata.org/entity/Q7927730,en,literal,Vidas Kupčinskas,literal,canoeist
9748,uri,http://www.wikidata.org/entity/Q7929805,en,literal,Viktor Polyakov,literal,boxer
9749,uri,http://www.wikidata.org/entity/Q7931793,en,literal,Vincent Fondeviole,literal,canoeist
9750,uri,http://www.wikidata.org/entity/Q7933020,en,literal,Viola Grahl,literal,field hockey player
9751,uri,http://www.wikidata.org/entity/Q7933218,en,literal,Violet Barasa,literal,volleyball player
9752,uri,http://www.wikidata.org/entity/Q7933811,en,literal,Virgil Saliscan,literal,fencer
9753,uri,http://www.wikidata.org/entity/Q7967337,en,literal,Waneek Horn-Miller,literal,water polo player
9754,uri,http://www.wikidata.org/entity/Q7967677,en,literal,Wang Xianbo,literal,judoka
9755,uri,http://www.wikidata.org/entity/Q8016066,en,literal,William Nelson,literal,athletics competitor
9756,uri,http://www.wikidata.org/entity/Q8022664,en,literal,Wilma Gatta,literal,alpine skier
9757,uri,http://www.wikidata.org/entity/Q8028434,en,literal,Witold Gadomski,literal,fencer
9758,uri,http://www.wikidata.org/entity/Q8049347,en,literal,Yariulvis Cobas,literal,rower
9759,uri,http://www.wikidata.org/entity/Q8049481,en,literal,Yaroslava Pavlovich,literal,coxswain
9760,uri,http://www.wikidata.org/entity/Q8051491,en,literal,Yelena Mikulich,literal,rower
9761,uri,http://www.wikidata.org/entity/Q8051506,en,literal,Yelena Svezhentseva,literal,athletics competitor
9762,uri,http://www.wikidata.org/entity/Q8053294,en,literal,Yevhen Braslavets,literal,sailor
9763,uri,http://www.wikidata.org/entity/Q8061129,en,literal,Yumiko Shige,literal,sailor
9764,uri,http://www.wikidata.org/entity/Q8075362,en,literal,Zurabi Datunashvili,literal,amateur wrestler
9765,uri,http://www.wikidata.org/entity/Q8077001,en,literal,Ásgeir Sigurgeirsson,literal,athlete
9766,uri,http://www.wikidata.org/entity/Q8079316,en,literal,Øystein Carlsen,literal,"short track speed skater, speed skater"
9767,uri,http://www.wikidata.org/entity/Q8079359,en,literal,Øyvind Tveter,literal,"speed skater, sport cyclist"
9768,uri,http://www.wikidata.org/entity/Q8541423,en,literal,Geno Petriashvili,literal,amateur wrestler
9769,uri,http://www.wikidata.org/entity/Q8887371,en,literal,Vladislav Metodiev,literal,amateur wrestler
9770,uri,http://www.wikidata.org/entity/Q9010224,en,literal,Izaskun Bengoa Pérez,literal,sport cyclist
9771,uri,http://www.wikidata.org/entity/Q9015819,en,literal,Juan Muguerza,literal,athletics competitor
9772,uri,http://www.wikidata.org/entity/Q9078374,en,literal,Yu Zaiqing,literal,politician
9773,uri,http://www.wikidata.org/entity/Q9136970,en,literal,A. Darnis,literal,"sport shooter, athlete"
9774,uri,http://www.wikidata.org/entity/Q9137912,en,literal,Aage Madsen,literal,tennis player
9775,uri,http://www.wikidata.org/entity/Q9138051,en,literal,Abdel Razek Ibrahim,literal,rower
9776,uri,http://www.wikidata.org/entity/Q9142211,en,literal,Agnieszka Brandebura,literal,gymnast
9777,uri,http://www.wikidata.org/entity/Q9142460,en,literal,Agnieszka Tomczak,literal,rower
9778,uri,http://www.wikidata.org/entity/Q9149876,en,literal,Amel Tuka,literal,athletics competitor
9779,uri,http://www.wikidata.org/entity/Q9151057,en,literal,Andrei Dzemyanenka,literal,rower
9780,uri,http://www.wikidata.org/entity/Q9157342,en,literal,Antoni Rosołowicz,literal,rower
9781,uri,http://www.wikidata.org/entity/Q9160431,en,literal,Artem Morozov,literal,rower
9782,uri,http://www.wikidata.org/entity/Q9160714,en,literal,Artur Nogal,literal,speed skater
9783,uri,http://www.wikidata.org/entity/Q9163293,en,literal,Ałeksandra Wojnewska,literal,sprinter
9784,uri,http://www.wikidata.org/entity/Q9178965,en,literal,Brandon Starc,literal,high jumper
9785,uri,http://www.wikidata.org/entity/Q9184826,en,literal,Caroline Ammel,literal,pole vaulter
9786,uri,http://www.wikidata.org/entity/Q9185247,en,literal,Cathal Moynihan,literal,rower
9787,uri,http://www.wikidata.org/entity/Q9190929,en,literal,Chrysi Biskitzi,literal,rower
9788,uri,http://www.wikidata.org/entity/Q9190934,en,literal,Christina Redden,literal,athlete
9789,uri,http://www.wikidata.org/entity/Q9210144,en,literal,Dorota Brzozowska,literal,athlete
9790,uri,http://www.wikidata.org/entity/Q9252597,en,literal,Elena Khatzisavva,literal,rhythmic gymnast
9791,uri,http://www.wikidata.org/entity/Q9253371,en,literal,Emanuele Liuzzi,literal,rower
9792,uri,http://www.wikidata.org/entity/Q9255085,en,literal,Esteve Tomas,literal,athlete
9793,uri,http://www.wikidata.org/entity/Q9257187,en,literal,Eyder Batista,literal,rower
9794,uri,http://www.wikidata.org/entity/Q9258655,en,literal,Feliks Kostrzemski,literal,sport cyclist
9795,uri,http://www.wikidata.org/entity/Q9263204,en,literal,Franco Benedetti,literal,amateur wrestler
9796,uri,http://www.wikidata.org/entity/Q9268257,en,literal,Giorgio Cecchetti,literal,alpine skier
9797,uri,http://www.wikidata.org/entity/Q9282167,en,literal,Grzegorz Wdowiak,literal,rower
9798,uri,http://www.wikidata.org/entity/Q9285647,en,literal,Kaltouma Nadjina,literal,athletics competitor
9799,uri,http://www.wikidata.org/entity/Q9287841,en,literal,Henry Hauenstein,literal,rower
9800,uri,http://www.wikidata.org/entity/Q9291974,en,literal,Hideki Omoto,literal,rower
9801,uri,http://www.wikidata.org/entity/Q9292274,en,literal,Hillary Saeger,literal,"orienteer, rower"
9802,uri,http://www.wikidata.org/entity/Q9295591,en,literal,Héctor Ruiz,literal,basketball player
9803,uri,http://www.wikidata.org/entity/Q9310594,en,literal,Riste Pandev,literal,athletics competitor
9804,uri,http://www.wikidata.org/entity/Q9322782,en,literal,Rosemiro Correia de Souza,literal,association football player
9805,uri,http://www.wikidata.org/entity/Q9324228,en,literal,Ryan Crouser,literal,athletics competitor
9806,uri,http://www.wikidata.org/entity/Q9324810,en,literal,Ryszard Lubicki,literal,rower
9807,uri,http://www.wikidata.org/entity/Q9333026,en,literal,Salvatore Pelliccioni,literal,sport shooter
9808,uri,http://www.wikidata.org/entity/Q9333818,en,literal,Sara McManus,literal,curler
9809,uri,http://www.wikidata.org/entity/Q9335343,en,literal,Seppo Reijonen,literal,ski jumper
9810,uri,http://www.wikidata.org/entity/Q9342420,en,literal,Stanisław Kuryłłowicz,literal,rower
9811,uri,http://www.wikidata.org/entity/Q9348366,en,literal,Zurian Hechavarría,literal,athlete
9812,uri,http://www.wikidata.org/entity/Q9358518,en,literal,Thomas Paradiso,literal,rower
9813,uri,http://www.wikidata.org/entity/Q9368878,en,literal,Virgil Neagoe,literal,ski jumper
9814,uri,http://www.wikidata.org/entity/Q9371412,en,literal,Vassiliy Levit,literal,boxer
9815,uri,http://www.wikidata.org/entity/Q9372112,en,literal,Wesley Piermarini,literal,rower
9816,uri,http://www.wikidata.org/entity/Q9377894,en,literal,Wouter van der Fraenen,literal,rower
9817,uri,http://www.wikidata.org/entity/Q9381659,en,literal,Vladislav Ryabtsev,literal,rower
9818,uri,http://www.wikidata.org/entity/Q9391691,en,literal,Zoe de Toledo,literal,coxswain
9819,uri,http://www.wikidata.org/entity/Q9393869,en,literal,Ľuboš Podstupka,literal,rower
9820,uri,http://www.wikidata.org/entity/Q10278224,en,literal,Eunice Kirwa,literal,athletics competitor
9821,uri,http://www.wikidata.org/entity/Q10294712,en,literal,Henrique Baixinho,literal,rower
9822,uri,http://www.wikidata.org/entity/Q10310156,en,literal,José Montanaro,literal,volleyball player
9823,uri,http://www.wikidata.org/entity/Q32014,en,literal,Éverton Lopes,literal,boxer
9824,uri,http://www.wikidata.org/entity/Q32478,en,literal,Amantle Montsho,literal,"athletics competitor, sprinter"
9825,uri,http://www.wikidata.org/entity/Q33721,en,literal,Leopoldo Sáinz de la Maza,literal,"polo player, politician"
9826,uri,http://www.wikidata.org/entity/Q41522,en,literal,Ard Schenk,literal,speed skater
9827,uri,http://www.wikidata.org/entity/Q41708,en,literal,Andreas Wenzel,literal,alpine skier
9828,uri,http://www.wikidata.org/entity/Q43362,en,literal,Léonhard Quaglia,literal,"ice hockey player, speed skater"
9829,uri,http://www.wikidata.org/entity/Q44341,en,literal,Guillermo Betancourt,literal,fencer
9830,uri,http://www.wikidata.org/entity/Q44413,en,literal,Philippe Omnès,literal,fencer
9831,uri,http://www.wikidata.org/entity/Q46092,en,literal,Ronald Florijn,literal,rower
9832,uri,http://www.wikidata.org/entity/Q48648,en,literal,Aranka Binder,literal,sport shooter
9833,uri,http://www.wikidata.org/entity/Q52674,en,literal,Ray Ewry,literal,athletics competitor
9834,uri,http://www.wikidata.org/entity/Q56660,en,literal,Amund Sjøbrend,literal,speed skater
9835,uri,http://www.wikidata.org/entity/Q57484,en,literal,Ruth Fuchs,literal,"javelin thrower, athletics competitor, politician"
9836,uri,http://www.wikidata.org/entity/Q57861,en,literal,Ricco Groß,literal,"biathlon coach, biathlete, cross-country skier, sports commentator, soldier"
9837,uri,http://www.wikidata.org/entity/Q58315,en,literal,Washington Rodríguez,literal,boxer
9838,uri,http://www.wikidata.org/entity/Q59490,en,literal,Serge Gnabry,literal,association football player
9839,uri,http://www.wikidata.org/entity/Q59555,en,literal,Alphonse Parfondry,literal,sport cyclist
9840,uri,http://www.wikidata.org/entity/Q59790,en,literal,René Hamel,literal,sport cyclist
9841,uri,http://www.wikidata.org/entity/Q60288,en,literal,Gunda Niemann-Stirnemann,literal,speed skater
9842,uri,http://www.wikidata.org/entity/Q60480,en,literal,Miriam Neureuther,literal,"biathlete, cross-country skier"
9843,uri,http://www.wikidata.org/entity/Q61493,en,literal,Bernd Kannenberg,literal,athletics competitor
9844,uri,http://www.wikidata.org/entity/Q61624,en,literal,Rosi Mittermaier,literal,alpine skier
9845,uri,http://www.wikidata.org/entity/Q61726,en,literal,Karsten Kobs,literal,"hammer thrower, athletics competitor"
9846,uri,http://www.wikidata.org/entity/Q62245,en,literal,Daniela Anschütz-Thoms,literal,speed skater
9847,uri,http://www.wikidata.org/entity/Q62922,en,literal,Katrin Wagner-Augustin,literal,kayaker
9848,uri,http://www.wikidata.org/entity/Q63273,en,literal,Wolfgang Hoppe,literal,bobsledder
9849,uri,http://www.wikidata.org/entity/Q63723,en,literal,Helge Meeuw,literal,swimmer
9850,uri,http://www.wikidata.org/entity/Q63800,en,literal,Alfred Dompert,literal,athletics competitor
9851,uri,http://www.wikidata.org/entity/Q65339,en,literal,Wojciech Gutorski,literal,rower
9852,uri,http://www.wikidata.org/entity/Q5285654,en,literal,Dmitriy Burmakin,literal,marathon runner
9853,uri,http://www.wikidata.org/entity/Q5288651,en,literal,Doina Robu,literal,rower
9854,uri,http://www.wikidata.org/entity/Q5292439,en,literal,Don Collinge,literal,fencer
9855,uri,http://www.wikidata.org/entity/Q5295407,en,literal,Donatella Bulfoni,literal,high jumper
9856,uri,http://www.wikidata.org/entity/Q5298032,en,literal,Dorjzovdyn Ganbat,literal,amateur wrestler
9857,uri,http://www.wikidata.org/entity/Q5301410,en,literal,Douglas Dexter,literal,fencer
9858,uri,http://www.wikidata.org/entity/Q5305531,en,literal,Drahomír Koudelka,literal,volleyball player
9859,uri,http://www.wikidata.org/entity/Q5313848,en,literal,Dumitru Cipere,literal,boxer
9860,uri,http://www.wikidata.org/entity/Q5565462,en,literal,Giuseppe Micheli,literal,"pentathlete, modern pentathlete"
9861,uri,http://www.wikidata.org/entity/Q7153254,en,literal,Paul Robert,literal,fencer
9862,uri,http://www.wikidata.org/entity/Q12027760,en,literal,Kamal Ibrahim,literal,amateur wrestler
9863,uri,http://www.wikidata.org/entity/Q16532026,en,literal,Ben Ferguson,literal,snowboarder
9864,uri,http://www.wikidata.org/entity/Q18637201,en,literal,Kyle Brown,literal,"rugby sevens player, rugby union player"
9865,uri,http://www.wikidata.org/entity/Q30527921,en,literal,Jan Beneš,literal,rower
9866,uri,http://www.wikidata.org/entity/Q39070895,en,literal,William Hill,literal,sprinter
9867,uri,http://www.wikidata.org/entity/Q47470832,en,literal,Peter Stocker,literal,rower
9868,uri,http://www.wikidata.org/entity/Q47472010,en,literal,Henrik Nilsson,literal,"rowing coach, rower"
9869,uri,http://www.wikidata.org/entity/Q60736141,en,literal,Carlos Betancourt,literal,boxer
9870,uri,http://www.wikidata.org/entity/Q9157,en,literal,David Payne,literal,hurdler
9871,uri,http://www.wikidata.org/entity/Q24808076,en,literal,Manon Hostens,literal,"kayaker, canoeist"
9872,uri,http://www.wikidata.org/entity/Q24874220,en,literal,Gheorghe Fazekas,literal,figure skater
9873,uri,http://www.wikidata.org/entity/Q24951729,en,literal,Samuel Ireri Gathimba,literal,racewalker
9874,uri,http://www.wikidata.org/entity/Q24954739,en,literal,Burdett Coutts,literal,field hockey player
9875,uri,http://www.wikidata.org/entity/Q24954740,en,literal,Chai Hon Yam,literal,field hockey player
9876,uri,http://www.wikidata.org/entity/Q24956257,en,literal,Ma Zhenxia,literal,athletics competitor
9877,uri,http://www.wikidata.org/entity/Q25016671,en,literal,Yin Junhua,literal,boxer
9878,uri,http://www.wikidata.org/entity/Q25253580,en,literal,Andrea Toniato,literal,swimmer
9879,uri,http://www.wikidata.org/entity/Q25272198,en,literal,Arturas Mastianica,literal,racewalker
9880,uri,http://www.wikidata.org/entity/Q25272204,en,literal,Valdas Dopolskas,literal,"marathon runner, long-distance runner"
9881,uri,http://www.wikidata.org/entity/Q25306120,en,literal,Darrell Hill,literal,athletics competitor
9882,uri,http://www.wikidata.org/entity/Q25344477,en,literal,Víctor Lechuga,literal,sport cyclist
9883,uri,http://www.wikidata.org/entity/Q25642621,en,literal,Blake Pieroni,literal,swimmer
9884,uri,http://www.wikidata.org/entity/Q25688026,en,literal,Roberto Maggioni,literal,sport cyclist
9885,uri,http://www.wikidata.org/entity/Q25750604,en,literal,Iraj Amir-Akhori,literal,sport cyclist
9886,uri,http://www.wikidata.org/entity/Q25768277,en,literal,Kayla Moleschi,literal,rugby sevens player
9887,uri,http://www.wikidata.org/entity/Q25820084,en,literal,Yusneysi Santiusti,literal,middle-distance runner
9888,uri,http://www.wikidata.org/entity/Q25834788,en,literal,Gergő Zalánki,literal,water polo player
9889,uri,http://www.wikidata.org/entity/Q25906137,en,literal,Astier Nicolas,literal,event rider
9890,uri,http://www.wikidata.org/entity/Q26227897,en,literal,Memo,literal,rower
9891,uri,http://www.wikidata.org/entity/Q26254380,en,literal,John Collins,literal,rower
9892,uri,http://www.wikidata.org/entity/Q26720581,en,literal,Mattias Falck,literal,table tennis player
9893,uri,http://www.wikidata.org/entity/Q47460089,en,literal,Lisa Robertson,literal,rower
9894,uri,http://www.wikidata.org/entity/Q56191613,en,literal,John Lee,literal,rower
9895,uri,http://www.wikidata.org/entity/Q62656613,en,literal,Giovanni Paganin,literal,speed skater
9896,uri,http://www.wikidata.org/entity/Q26328881,en,literal,Paola Pérez,literal,swimmer
9897,uri,http://www.wikidata.org/entity/Q47482457,en,literal,Richard Hamilton,literal,"rowing coach, rower"
9898,uri,http://www.wikidata.org/entity/Q60685328,en,literal,Guillermo Velásquez,literal,boxer
9899,uri,http://www.wikidata.org/entity/Q94404292,en,literal,Carlos Villanueva,literal,
9900,uri,http://www.wikidata.org/entity/Q96132527,en,literal,Terence Koh,literal,sailor
9901,uri,http://www.wikidata.org/entity/Q47334095,en,literal,Vladimir Romanishin,literal,"rowing coach, rower"
9902,uri,http://www.wikidata.org/entity/Q47385090,en,literal,Damian Ordás,literal,rower
9903,uri,http://www.wikidata.org/entity/Q47385361,en,literal,Guillermo Pfaab,literal,"rowing coach, rower"
9904,uri,http://www.wikidata.org/entity/Q47390594,en,literal,Dominique Lecointe,literal,rower
9905,uri,http://www.wikidata.org/entity/Q47394858,en,literal,Annibale Venier,literal,"rowing coach, rower"
9906,uri,http://www.wikidata.org/entity/Q47413535,en,literal,Gillian Hodges,literal,rower
9907,uri,http://www.wikidata.org/entity/Q47430869,en,literal,John Bland,literal,rower
9908,uri,http://www.wikidata.org/entity/Q47452680,en,literal,Andreas Nader,literal,rower
9909,uri,http://www.wikidata.org/entity/Q47453070,en,literal,Klaus Roloff,literal,rower
9910,uri,http://www.wikidata.org/entity/Q47457441,en,literal,Josef Neštický,literal,rower
9911,uri,http://www.wikidata.org/entity/Q47460079,en,literal,Lisa Roy,literal,rower
9912,uri,http://www.wikidata.org/entity/Q47460154,en,literal,Carol Eastmore,literal,rower
9913,uri,http://www.wikidata.org/entity/Q47460158,en,literal,Joy Fera,literal,rower
9914,uri,http://www.wikidata.org/entity/Q47460290,en,literal,Francesca Zino,literal,rower
9915,uri,http://www.wikidata.org/entity/Q47460443,en,literal,Liz Miles,literal,rower
9916,uri,http://www.wikidata.org/entity/Q47462857,en,literal,Hana Kafková,literal,rower
9917,uri,http://www.wikidata.org/entity/Q47466317,en,literal,Emmy Snook,literal,rower
9918,uri,http://www.wikidata.org/entity/Q47466378,en,literal,Ian Clubb,literal,rower
9919,uri,http://www.wikidata.org/entity/Q47466966,en,literal,Belinda Holmes,literal,rower
9920,uri,http://www.wikidata.org/entity/Q47468634,en,literal,Camillo Winkler,literal,rower
