,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value
1930,uri,http://www.wikidata.org/entity/Q3381118,en,literal,Nina Temple,literal,Parkinson's disease
1931,uri,http://www.wikidata.org/entity/Q3387249,en,literal,Pierre Vassiliu,literal,Parkinson's disease
1932,uri,http://www.wikidata.org/entity/Q3433439,en,literal,Roberto Carcelen,literal,Parkinson's disease
1933,uri,http://www.wikidata.org/entity/Q3439937,en,literal,Roland Arpin,literal,Parkinson's disease
1934,uri,http://www.wikidata.org/entity/Q3445774,en,literal,Roy Gilchrist,literal,Parkinson's disease
1935,uri,http://www.wikidata.org/entity/Q3453285,en,literal,Prince Rupert Loewenstein,literal,Parkinson's disease
1936,uri,http://www.wikidata.org/entity/Q3481037,en,literal,Seymour Greenberg,literal,Parkinson's disease
1937,uri,http://www.wikidata.org/entity/Q3491941,en,literal,George Patton IV,literal,Parkinson's disease
1938,uri,http://www.wikidata.org/entity/Q3507343,en,literal,Sylvie Joly,literal,Parkinson's disease
1939,uri,http://www.wikidata.org/entity/Q3525497,en,literal,Thomas R. Fitzgerald,literal,Parkinson's disease
1940,uri,http://www.wikidata.org/entity/Q3538748,en,literal,Adolph Malan,literal,Parkinson's disease
1941,uri,http://www.wikidata.org/entity/Q3568201,en,literal,Wilfrid Lemoine,literal,Parkinson's disease
1942,uri,http://www.wikidata.org/entity/Q3644441,en,literal,Brian Cant,literal,Parkinson's disease
1943,uri,http://www.wikidata.org/entity/Q3713329,en,literal,Domingos de Oliveira,literal,Parkinson's disease
1944,uri,http://www.wikidata.org/entity/Q3719541,en,literal,Edoardo Boncinelli,literal,Parkinson's disease
1945,uri,http://www.wikidata.org/entity/Q3719789,en,literal,Eduardo Dussek,literal,Parkinson's disease
1946,uri,http://www.wikidata.org/entity/Q3752257,en,literal,François Lafortune Jr,literal,Parkinson's disease
1947,uri,http://www.wikidata.org/entity/Q3771058,en,literal,Giuseppe Moruzzi,literal,Parkinson's disease
1948,uri,http://www.wikidata.org/entity/Q3776015,en,literal,Graziano Cioni,literal,Parkinson's disease
1949,uri,http://www.wikidata.org/entity/Q3779217,en,literal,Giulio Carmignani,literal,Parkinson's disease
1950,uri,http://www.wikidata.org/entity/Q3808023,en,literal,Jerry Haynes,literal,Parkinson's disease
1951,uri,http://www.wikidata.org/entity/Q3840378,en,literal,Luis Marden,literal,Parkinson's disease
1952,uri,http://www.wikidata.org/entity/Q3847697,en,literal,Mariangelo da Cerqueto,literal,Parkinson's disease
1953,uri,http://www.wikidata.org/entity/Q3934584,en,literal,Riccardo Picchio,literal,Parkinson's disease
1954,uri,http://www.wikidata.org/entity/Q3946057,en,literal,Salvatore Foderaro,literal,Parkinson's disease
1955,uri,http://www.wikidata.org/entity/Q3960172,en,literal,Sidney Skolsky,literal,Parkinson's disease
1956,uri,http://www.wikidata.org/entity/Q4013410,en,literal,Vincenzo Mollica,literal,"Parkinson's disease, glaucoma, uveitis, type 2 diabetes"
1957,uri,http://www.wikidata.org/entity/Q4013932,en,literal,Virgilio Scapin,literal,Parkinson's disease
1958,uri,http://www.wikidata.org/entity/Q4137909,en,literal,Janie Lou Gibbs,literal,Parkinson's disease
1959,uri,http://www.wikidata.org/entity/Q4353520,en,literal,Bob Banner,literal,Parkinson's disease
1960,uri,http://www.wikidata.org/entity/Q4506718,en,literal,Eva Todor,literal,Parkinson's disease
1961,uri,http://www.wikidata.org/entity/Q4588352,en,literal,Frithjof Sælen,literal,Parkinson's disease
1962,uri,http://www.wikidata.org/entity/Q4666408,en,literal,Abe Lemons,literal,Parkinson's disease
1963,uri,http://www.wikidata.org/entity/Q4703639,en,literal,Al C. Kalmbach,literal,Parkinson's disease
1964,uri,http://www.wikidata.org/entity/Q4706729,en,literal,Alan Goldberg,literal,Parkinson's disease
1965,uri,http://www.wikidata.org/entity/Q4707235,en,literal,Alan Mansell,literal,Parkinson's disease
1966,uri,http://www.wikidata.org/entity/Q4710194,en,literal,Pat Field,literal,Parkinson's disease
1967,uri,http://www.wikidata.org/entity/Q4717260,en,literal,Alex Josey,literal,Parkinson's disease
1968,uri,http://www.wikidata.org/entity/Q4721997,en,literal,Alfonso Arana,literal,Parkinson's disease
1969,uri,http://www.wikidata.org/entity/Q4730644,en,literal,Allan Grant,literal,Parkinson's disease
1970,uri,http://www.wikidata.org/entity/Q4768667,en,literal,Anne Mueller,literal,Parkinson's disease
1971,uri,http://www.wikidata.org/entity/Q4772540,en,literal,Anthony Forwood,literal,Parkinson's disease
1972,uri,http://www.wikidata.org/entity/Q4793531,en,literal,Moya Cole,literal,Parkinson's disease
1973,uri,http://www.wikidata.org/entity/Q4815670,en,literal,Athos Bulcão,literal,Parkinson's disease
1974,uri,http://www.wikidata.org/entity/Q4861702,en,literal,Barney Childs,literal,Parkinson's disease
1975,uri,http://www.wikidata.org/entity/Q4863547,en,literal,Barrie Penrose,literal,Parkinson's disease
1976,uri,http://www.wikidata.org/entity/Q4885766,en,literal,Ben H. Procter,literal,Parkinson's disease
1977,uri,http://www.wikidata.org/entity/Q4886286,en,literal,Ben Petrick,literal,Parkinson's disease
1978,uri,http://www.wikidata.org/entity/Q4893439,en,literal,Bernard Meltzer,literal,Parkinson's disease
1979,uri,http://www.wikidata.org/entity/Q4895947,en,literal,Berugo Carámbula,literal,Parkinson's disease
1980,uri,http://www.wikidata.org/entity/Q4908481,en,literal,Bill Clarke,literal,Parkinson's disease
1981,uri,http://www.wikidata.org/entity/Q4909115,en,literal,Bill Geist,literal,Parkinson's disease
1982,uri,http://www.wikidata.org/entity/Q4910049,en,literal,Bill Matheson,literal,"Parkinson's disease, Alzheimer's disease"
1983,uri,http://www.wikidata.org/entity/Q4910900,en,literal,Bill Slater,literal,Parkinson's disease
1984,uri,http://www.wikidata.org/entity/Q4911252,en,literal,Bill Waddington,literal,Parkinson's disease
1985,uri,http://www.wikidata.org/entity/Q4915452,en,literal,Biplab Dasgupta,literal,Parkinson's disease
1986,uri,http://www.wikidata.org/entity/Q4933435,en,literal,Bob Montgomery,literal,Parkinson's disease
1987,uri,http://www.wikidata.org/entity/Q4934138,en,literal,Bob Switzer,literal,Parkinson's disease
1988,uri,http://www.wikidata.org/entity/Q4935265,en,literal,Bobby Kuntz,literal,Parkinson's disease
1989,uri,http://www.wikidata.org/entity/Q4965679,en,literal,Brian Wood,literal,Parkinson's disease
1990,uri,http://www.wikidata.org/entity/Q5006648,en,literal,C. L. Schmitt,literal,Parkinson's disease
1991,uri,http://www.wikidata.org/entity/Q5021365,en,literal,Stanley Cohen,literal,Parkinson's disease
1992,uri,http://www.wikidata.org/entity/Q5040417,en,literal,Carl Karcher,literal,Parkinson's disease
1993,uri,http://www.wikidata.org/entity/Q5042531,en,literal,Carlos Rafael Rodríguez,literal,Parkinson's disease
1994,uri,http://www.wikidata.org/entity/Q5042535,en,literal,Carlos Ramírez Sandoval,literal,Parkinson's disease
1995,uri,http://www.wikidata.org/entity/Q5044240,en,literal,Carol Anne O'Marie,literal,Parkinson's disease
1996,uri,http://www.wikidata.org/entity/Q5083160,en,literal,Charles W. Bailey,literal,Parkinson's disease
1997,uri,http://www.wikidata.org/entity/Q5106621,en,literal,Chris Garland,literal,Parkinson's disease
1998,uri,http://www.wikidata.org/entity/Q5112995,en,literal,Christopher Orlebar,literal,Parkinson's disease
1999,uri,http://www.wikidata.org/entity/Q5115698,en,literal,Chuck Sannipoli,literal,Parkinson's disease
2000,uri,http://www.wikidata.org/entity/Q5125060,en,literal,Claiborne Cary,literal,Parkinson's disease
2001,uri,http://www.wikidata.org/entity/Q5128874,en,literal,Claude Hall,literal,Parkinson's disease
2002,uri,http://www.wikidata.org/entity/Q5133718,en,literal,Cline Paden,literal,"Parkinson's disease, Alzheimer's disease"
2003,uri,http://www.wikidata.org/entity/Q5200883,en,literal,Cyril Stanley Pickard,literal,Parkinson's disease
2004,uri,http://www.wikidata.org/entity/Q5214273,en,literal,Dan Resin,literal,Parkinson's disease
2005,uri,http://www.wikidata.org/entity/Q5222366,en,literal,Darcy Dugan,literal,Parkinson's disease
2006,uri,http://www.wikidata.org/entity/Q5228538,en,literal,Dave Clark,literal,Parkinson's disease
2007,uri,http://www.wikidata.org/entity/Q5229042,en,literal,Dave Jennings,literal,Parkinson's disease
2008,uri,http://www.wikidata.org/entity/Q5230955,en,literal,David B. Bleak,literal,Parkinson's disease
2009,uri,http://www.wikidata.org/entity/Q5250279,en,literal,Margaret Rule,literal,Parkinson's disease
2010,uri,http://www.wikidata.org/entity/Q5258456,en,literal,Dennis Gorski,literal,Parkinson's disease
2011,uri,http://www.wikidata.org/entity/Q5293760,en,literal,Don Yarborough,literal,Parkinson's disease
2012,uri,http://www.wikidata.org/entity/Q1037824,en,literal,Carl Fontana,literal,Alzheimer's disease
2013,uri,http://www.wikidata.org/entity/Q1043079,en,literal,Carlos Moorhead,literal,Alzheimer's disease
2014,uri,http://www.wikidata.org/entity/Q1064334,en,literal,Charles F. Wheeler,literal,Alzheimer's disease
2015,uri,http://www.wikidata.org/entity/Q1064692,en,literal,Charles H. Percy,literal,Alzheimer's disease
2016,uri,http://www.wikidata.org/entity/Q1065674,en,literal,Charles O. Porter,literal,Alzheimer's disease
2017,uri,http://www.wikidata.org/entity/Q1065843,en,literal,Charles R. Farnsley,literal,Alzheimer's disease
2018,uri,http://www.wikidata.org/entity/Q1081030,en,literal,Christian Marquand,literal,Alzheimer's disease
2019,uri,http://www.wikidata.org/entity/Q1094733,en,literal,Clair Burgener,literal,Alzheimer's disease
2020,uri,http://www.wikidata.org/entity/Q1101927,en,literal,Clive Donner,literal,Alzheimer's disease
2021,uri,http://www.wikidata.org/entity/Q1121913,en,literal,D. R. Shackleton Bailey,literal,Alzheimer's disease
2022,uri,http://www.wikidata.org/entity/Q1125037,en,literal,John Elsworthy,literal,Alzheimer's disease
2023,uri,http://www.wikidata.org/entity/Q1169248,en,literal,Daniele Del Giudice,literal,Alzheimer's disease
2024,uri,http://www.wikidata.org/entity/Q1175673,en,literal,David Milch,literal,Alzheimer's disease
2025,uri,http://www.wikidata.org/entity/Q1179411,en,literal,Tommy Smith,literal,Alzheimer's disease
2026,uri,http://www.wikidata.org/entity/Q1184004,en,literal,Delbert Lamb,literal,Alzheimer's disease
2027,uri,http://www.wikidata.org/entity/Q1238891,en,literal,Don Arden,literal,Alzheimer's disease
2028,uri,http://www.wikidata.org/entity/Q1250303,en,literal,Dorothy Hart,literal,Alzheimer's disease
2029,uri,http://www.wikidata.org/entity/Q1280931,en,literal,Luigi Radice,literal,Alzheimer's disease
2030,uri,http://www.wikidata.org/entity/Q1282692,en,literal,Eddie Bond,literal,Alzheimer's disease
2031,uri,http://www.wikidata.org/entity/Q1282951,en,literal,Eddie Robinson,literal,Alzheimer's disease
2032,uri,http://www.wikidata.org/entity/Q1291067,en,literal,Imogene Coca,literal,Alzheimer's disease
2033,uri,http://www.wikidata.org/entity/Q1292438,en,literal,Edward H. Levi,literal,Alzheimer's disease
2034,uri,http://www.wikidata.org/entity/Q1294687,en,literal,Edwin Honig,literal,Alzheimer's disease
2035,uri,http://www.wikidata.org/entity/Q1332253,en,literal,Robert Leckie,literal,Alzheimer's disease
2036,uri,http://www.wikidata.org/entity/Q1337778,en,literal,Willie Pep,literal,Alzheimer's disease
2037,uri,http://www.wikidata.org/entity/Q1346454,en,literal,Pertti Purhonen,literal,Alzheimer's disease
2038,uri,http://www.wikidata.org/entity/Q1349922,en,literal,Lucky Thompson,literal,Alzheimer's disease
2039,uri,http://www.wikidata.org/entity/Q1350330,en,literal,Jack Metcalf,literal,Alzheimer's disease
2040,uri,http://www.wikidata.org/entity/Q1353221,en,literal,Władysław Rubin,literal,Alzheimer's disease
2041,uri,http://www.wikidata.org/entity/Q1354261,en,literal,Ray Dolby,literal,Alzheimer's disease
2042,uri,http://www.wikidata.org/entity/Q1362348,en,literal,Sneaky Pete Kleinow,literal,Alzheimer's disease
2043,uri,http://www.wikidata.org/entity/Q1368526,en,literal,Pete Pihos,literal,Alzheimer's disease
2044,uri,http://www.wikidata.org/entity/Q1373929,en,literal,Robert Kearns,literal,Alzheimer's disease
2045,uri,http://www.wikidata.org/entity/Q1378567,en,literal,Fritzie Zivic,literal,Alzheimer's disease
2046,uri,http://www.wikidata.org/entity/Q1381085,en,literal,Larry Verne,literal,Alzheimer's disease
2047,uri,http://www.wikidata.org/entity/Q1389033,en,literal,George Swindin,literal,Alzheimer's disease
2048,uri,http://www.wikidata.org/entity/Q1390215,en,literal,Robert Ledley,literal,Alzheimer's disease
2049,uri,http://www.wikidata.org/entity/Q1399322,en,literal,Ronnie Allen,literal,Alzheimer's disease
2050,uri,http://www.wikidata.org/entity/Q1413561,en,literal,Mark Harris,literal,Alzheimer's disease
2051,uri,http://www.wikidata.org/entity/Q1431576,en,literal,Joe Kernan,literal,Alzheimer's disease
2052,uri,http://www.wikidata.org/entity/Q1452387,en,literal,Fred Kaan,literal,Alzheimer's disease
2053,uri,http://www.wikidata.org/entity/Q1496347,en,literal,William L. Snyder,literal,Alzheimer's disease
2054,uri,http://www.wikidata.org/entity/Q1500811,en,literal,Robert Fortune Sanchez,literal,Alzheimer's disease
2055,uri,http://www.wikidata.org/entity/Q1502881,en,literal,Geoff Barrowcliffe,literal,Alzheimer's disease
2056,uri,http://www.wikidata.org/entity/Q1507345,en,literal,George Firestone,literal,Alzheimer's disease
2057,uri,http://www.wikidata.org/entity/Q1525600,en,literal,Giorgos Fountas,literal,Alzheimer's disease
2058,uri,http://www.wikidata.org/entity/Q1526143,en,literal,Jules White,literal,Alzheimer's disease
2059,uri,http://www.wikidata.org/entity/Q1528694,en,literal,Richard Eastham,literal,Alzheimer's disease
2060,uri,http://www.wikidata.org/entity/Q1530222,en,literal,Antonio Mercero,literal,Alzheimer's disease
2061,uri,http://www.wikidata.org/entity/Q1530794,en,literal,Glen Hearst Taylor,literal,Alzheimer's disease
2062,uri,http://www.wikidata.org/entity/Q1537994,en,literal,Gordon Zahn,literal,Alzheimer's disease
2063,uri,http://www.wikidata.org/entity/Q1545256,en,literal,Goyo Benito,literal,Alzheimer's disease
2064,uri,http://www.wikidata.org/entity/Q1546121,en,literal,"Greville Janner, Baron Janner of Braunstone",literal,Alzheimer's disease
2065,uri,http://www.wikidata.org/entity/Q1562618,en,literal,H. R. Gross,literal,Alzheimer's disease
2066,uri,http://www.wikidata.org/entity/Q1608008,en,literal,Herbert Callen,literal,Alzheimer's disease
2067,uri,http://www.wikidata.org/entity/Q1620977,en,literal,Jeff Young,literal,Alzheimer's disease
2068,uri,http://www.wikidata.org/entity/Q1670787,en,literal,Norman Kaye,literal,Alzheimer's disease
2069,uri,http://www.wikidata.org/entity/Q1673289,en,literal,Irving Layton,literal,Alzheimer's disease
2070,uri,http://www.wikidata.org/entity/Q1676413,en,literal,J. T. Rutherford,literal,Alzheimer's disease
2071,uri,http://www.wikidata.org/entity/Q1677044,en,literal,Jack Greene,literal,Alzheimer's disease
2072,uri,http://www.wikidata.org/entity/Q1685080,en,literal,Selma Jeanne Cohen,literal,Alzheimer's disease
2073,uri,http://www.wikidata.org/entity/Q1701650,en,literal,Steve Horn,literal,Alzheimer's disease
2074,uri,http://www.wikidata.org/entity/Q1702353,en,literal,Johnny Lion,literal,Alzheimer's disease
2075,uri,http://www.wikidata.org/entity/Q1742048,en,literal,King Kolax,literal,Alzheimer's disease
2076,uri,http://www.wikidata.org/entity/Q1806040,en,literal,Larry D. Mann,literal,Alzheimer's disease
2077,uri,http://www.wikidata.org/entity/Q1807505,en,literal,Tom O'Horgan,literal,Alzheimer's disease
2078,uri,http://www.wikidata.org/entity/Q1871683,en,literal,Louis Féraud,literal,Alzheimer's disease
2079,uri,http://www.wikidata.org/entity/Q1871997,en,literal,Louis Simpson,literal,Alzheimer's disease
2080,uri,http://www.wikidata.org/entity/Q1881244,en,literal,Keene Curtis,literal,Alzheimer's disease
2081,uri,http://www.wikidata.org/entity/Q1894476,en,literal,William Proxmire,literal,Alzheimer's disease
2082,uri,http://www.wikidata.org/entity/Q1918910,en,literal,Mel Stewart,literal,Alzheimer's disease
2083,uri,http://www.wikidata.org/entity/Q1962525,en,literal,Shailaja Acharya,literal,Alzheimer's disease
2084,uri,http://www.wikidata.org/entity/Q1967743,en,literal,Ally MacLeod,literal,Alzheimer's disease
2085,uri,http://www.wikidata.org/entity/Q1974882,en,literal,Neil Staebler,literal,Alzheimer's disease
2086,uri,http://www.wikidata.org/entity/Q1991026,en,literal,Elizabeth Clare Prophet,literal,"Alzheimer's disease, epilepsy"
2087,uri,http://www.wikidata.org/entity/Q2005735,en,literal,Jan Notermans,literal,Alzheimer's disease
2088,uri,http://www.wikidata.org/entity/Q2043560,en,literal,P. Bhaskaran,literal,Alzheimer's disease
2089,uri,http://www.wikidata.org/entity/Q2061008,en,literal,Paul Lindblad,literal,Alzheimer's disease
2090,uri,http://www.wikidata.org/entity/Q2078417,en,literal,Doreen Wilber,literal,Alzheimer's disease
2091,uri,http://www.wikidata.org/entity/Q2111654,en,literal,Pauke Meijers,literal,Alzheimer's disease
2092,uri,http://www.wikidata.org/entity/Q2150681,en,literal,Richard Steinheimer,literal,Alzheimer's disease
2093,uri,http://www.wikidata.org/entity/Q2292440,en,literal,Skip Battin,literal,Alzheimer's disease
2094,uri,http://www.wikidata.org/entity/Q2305425,en,literal,Nikos Zaccaria,literal,Alzheimer's disease
2095,uri,http://www.wikidata.org/entity/Q2313021,en,literal,Johnny Dixon,literal,Alzheimer's disease
2096,uri,http://www.wikidata.org/entity/Q2356044,en,literal,Květa Fialová,literal,"Alzheimer's disease, myocardial infarction, pulmonary embolism"
2097,uri,http://www.wikidata.org/entity/Q2378370,en,literal,Manu Bonmariage,literal,Alzheimer's disease
2098,uri,http://www.wikidata.org/entity/Q2412267,en,literal,Bobo Olson,literal,Alzheimer's disease
2099,uri,http://www.wikidata.org/entity/Q2419984,en,literal,Ashraf Pahlavi,literal,Alzheimer's disease
2100,uri,http://www.wikidata.org/entity/Q2435132,en,literal,Timothy Brinton,literal,Alzheimer's disease
2101,uri,http://www.wikidata.org/entity/Q2439627,en,literal,Tom Dempsey,literal,"Alzheimer's disease, dementia"
2102,uri,http://www.wikidata.org/entity/Q2477019,en,literal,Max Bygraves,literal,Alzheimer's disease
2103,uri,http://www.wikidata.org/entity/Q2487962,en,literal,Carlos Marcello,literal,Alzheimer's disease
2104,uri,http://www.wikidata.org/entity/Q2514181,en,literal,Jackie Ronne,literal,Alzheimer's disease
2105,uri,http://www.wikidata.org/entity/Q2519623,en,literal,Simón Díaz,literal,Alzheimer's disease
2106,uri,http://www.wikidata.org/entity/Q2558317,en,literal,Bob Wilkins,literal,Alzheimer's disease
2107,uri,http://www.wikidata.org/entity/Q2580096,en,literal,William N. Oatis,literal,Alzheimer's disease
2108,uri,http://www.wikidata.org/entity/Q2608520,en,literal,Jimmy Hill,literal,Alzheimer's disease
2109,uri,http://www.wikidata.org/entity/Q2662683,en,literal,William Asher,literal,Alzheimer's disease
2110,uri,http://www.wikidata.org/entity/Q2708193,en,literal,Lili Damita,literal,Alzheimer's disease
2111,uri,http://www.wikidata.org/entity/Q5298357,en,literal,Dorothy Comstock Riley,literal,Parkinson's disease
2112,uri,http://www.wikidata.org/entity/Q5298659,en,literal,Dorothy Van,literal,Parkinson's disease
2113,uri,http://www.wikidata.org/entity/Q5314503,en,literal,Duncan McDuffie,literal,Parkinson's disease
2114,uri,http://www.wikidata.org/entity/Q5318138,en,literal,Dwight Dickinson,literal,Parkinson's disease
2115,uri,http://www.wikidata.org/entity/Q5326067,en,literal,Earl Rose,literal,Parkinson's disease
2116,uri,http://www.wikidata.org/entity/Q5334823,en,literal,Ed Freeman,literal,Parkinson's disease
2117,uri,http://www.wikidata.org/entity/Q5338655,en,literal,Edith Rigby,literal,Parkinson's disease
2118,uri,http://www.wikidata.org/entity/Q5350479,en,literal,Ekkehard von Kuenssberg,literal,Parkinson's disease
2119,uri,http://www.wikidata.org/entity/Q5366680,en,literal,Elmer Tarbox,literal,Parkinson's disease
2120,uri,http://www.wikidata.org/entity/Q5394986,en,literal,Tapani Perttu,literal,Parkinson's disease
2121,uri,http://www.wikidata.org/entity/Q5407657,en,literal,Eugene Power,literal,Parkinson's disease
2122,uri,http://www.wikidata.org/entity/Q5444184,en,literal,Fergus Henderson,literal,Parkinson's disease
2123,uri,http://www.wikidata.org/entity/Q5450337,en,literal,Finis Jennings Dake,literal,Parkinson's disease
2124,uri,http://www.wikidata.org/entity/Q5460648,en,literal,Florence Howe,literal,Parkinson's disease
2125,uri,http://www.wikidata.org/entity/Q5485042,en,literal,Frank Annunzio,literal,Parkinson's disease
2126,uri,http://www.wikidata.org/entity/Q5485123,en,literal,Frank B. Livingstone,literal,Parkinson's disease
2127,uri,http://www.wikidata.org/entity/Q5492959,en,literal,Franz Schurmann,literal,"Parkinson's disease, Alzheimer's disease"
2128,uri,http://www.wikidata.org/entity/Q5495237,en,literal,Mario Báncora,literal,Parkinson's disease
2129,uri,http://www.wikidata.org/entity/Q5540633,en,literal,George Hislop,literal,Parkinson's disease
2130,uri,http://www.wikidata.org/entity/Q5543423,en,literal,George Pinker,literal,Parkinson's disease
2131,uri,http://www.wikidata.org/entity/Q5585292,en,literal,Gordon Hillman,literal,Parkinson's disease
2132,uri,http://www.wikidata.org/entity/Q5585528,en,literal,Gordon McClymont,literal,Parkinson's disease
2133,uri,http://www.wikidata.org/entity/Q5591197,en,literal,Grace Griffith,literal,Parkinson's disease
2134,uri,http://www.wikidata.org/entity/Q5668232,en,literal,Harry Dalton,literal,Parkinson's disease
2135,uri,http://www.wikidata.org/entity/Q5673131,en,literal,Harry W. Trudell,literal,Parkinson's disease
2136,uri,http://www.wikidata.org/entity/Q5701914,en,literal,Helen Boehm,literal,Parkinson's disease
2137,uri,http://www.wikidata.org/entity/Q5725059,en,literal,Henry Loomis,literal,"Parkinson's disease, Alzheimer's disease"
2138,uri,http://www.wikidata.org/entity/Q5725756,en,literal,Nino Quevedo,literal,Parkinson's disease
2139,uri,http://www.wikidata.org/entity/Q5856671,en,literal,Richard Benjamin Harrison,literal,Parkinson's disease
2140,uri,http://www.wikidata.org/entity/Q5921041,en,literal,Howard Thomas Markey,literal,Parkinson's disease
2141,uri,http://www.wikidata.org/entity/Q5933696,en,literal,Hugo Adam Bedau,literal,Parkinson's disease
2142,uri,http://www.wikidata.org/entity/Q5980511,en,literal,Iain MacKintosh,literal,Parkinson's disease
2143,uri,http://www.wikidata.org/entity/Q5995010,en,literal,Iiro Viinanen,literal,Parkinson's disease
2144,uri,http://www.wikidata.org/entity/Q6062994,en,literal,Ion Cojar,literal,Parkinson's disease
2145,uri,http://www.wikidata.org/entity/Q6080349,en,literal,Ishimoda Shō,literal,Parkinson's disease
2146,uri,http://www.wikidata.org/entity/Q6110080,en,literal,Jabe Thomas,literal,Parkinson's disease
2147,uri,http://www.wikidata.org/entity/Q6113540,en,literal,Jack Kuehler,literal,Parkinson's disease
2148,uri,http://www.wikidata.org/entity/Q6114714,en,literal,Jack R. Fenton,literal,Parkinson's disease
2149,uri,http://www.wikidata.org/entity/Q6120201,en,literal,Jacqueline S. Moore,literal,Parkinson's disease
2150,uri,http://www.wikidata.org/entity/Q6130819,en,literal,James C. Weaver,literal,Parkinson's disease
2151,uri,http://www.wikidata.org/entity/Q6144697,en,literal,James Vorenberg,literal,Parkinson's disease
2152,uri,http://www.wikidata.org/entity/Q6166645,en,literal,Jay Gluck,literal,Parkinson's disease
2153,uri,http://www.wikidata.org/entity/Q6174694,en,literal,Morgan Shepherd,literal,Parkinson's disease
2154,uri,http://www.wikidata.org/entity/Q6176030,en,literal,Jeffrey Hamm,literal,Parkinson's disease
2155,uri,http://www.wikidata.org/entity/Q6209206,en,literal,Joe Cook,literal,Parkinson's disease
2156,uri,http://www.wikidata.org/entity/Q6209710,en,literal,Joe Erautt,literal,Parkinson's disease
2157,uri,http://www.wikidata.org/entity/Q6231839,en,literal,John Eren,literal,Parkinson's disease
2158,uri,http://www.wikidata.org/entity/Q6232737,en,literal,John Farnsworth Wright,literal,Parkinson's disease
2159,uri,http://www.wikidata.org/entity/Q6249983,en,literal,John Murray Rose,literal,Parkinson's disease
2160,uri,http://www.wikidata.org/entity/Q6253875,en,literal,John R. Hendricks,literal,Parkinson's disease
2161,uri,http://www.wikidata.org/entity/Q6255639,en,literal,John Rosenbaum,literal,Parkinson's disease
2162,uri,http://www.wikidata.org/entity/Q6259971,en,literal,John Downey,literal,Parkinson's disease
2163,uri,http://www.wikidata.org/entity/Q6266876,en,literal,Johnny Hawke,literal,Parkinson's disease
2164,uri,http://www.wikidata.org/entity/Q6297527,en,literal,Joyce Jacobs,literal,Parkinson's disease
2165,uri,http://www.wikidata.org/entity/Q6324079,en,literal,K. T. Oslin,literal,"Parkinson's disease, COVID-19"
2166,uri,http://www.wikidata.org/entity/Q6372298,en,literal,Karl Targownik,literal,Parkinson's disease
2167,uri,http://www.wikidata.org/entity/Q6390422,en,literal,Kenneth Macke,literal,Parkinson's disease
2168,uri,http://www.wikidata.org/entity/Q6397335,en,literal,Kevin Reilly,literal,Parkinson's disease
2169,uri,http://www.wikidata.org/entity/Q6490493,en,literal,Larry Henley,literal,Parkinson's disease
2170,uri,http://www.wikidata.org/entity/Q6490974,en,literal,Larry Powers,literal,Parkinson's disease
2171,uri,http://www.wikidata.org/entity/Q6519661,en,literal,Leigh Richardson,literal,Parkinson's disease
2172,uri,http://www.wikidata.org/entity/Q6524016,en,literal,Leo M. Reinbold,literal,Parkinson's disease
2173,uri,http://www.wikidata.org/entity/Q6525504,en,literal,Leonard Lief,literal,Parkinson's disease
2174,uri,http://www.wikidata.org/entity/Q6530675,en,literal,Leslie Buck,literal,Parkinson's disease
2175,uri,http://www.wikidata.org/entity/Q6530821,en,literal,Leslie Froggatt,literal,Parkinson's disease
2176,uri,http://www.wikidata.org/entity/Q6552900,en,literal,Lindsey Nelson,literal,Parkinson's disease
2177,uri,http://www.wikidata.org/entity/Q6552967,en,literal,Lindy Berry,literal,Parkinson's disease
2178,uri,http://www.wikidata.org/entity/Q6660188,en,literal,Liz Jackson,literal,Parkinson's disease
2179,uri,http://www.wikidata.org/entity/Q6687639,en,literal,Louis Lefkowitz,literal,Parkinson's disease
2180,uri,http://www.wikidata.org/entity/Q6694515,en,literal,Loyd Sigmon,literal,Parkinson's disease
2181,uri,http://www.wikidata.org/entity/Q6724199,en,literal,Mack Cleveland,literal,Parkinson's disease
2182,uri,http://www.wikidata.org/entity/Q6751243,en,literal,Manolo Reyes,literal,Parkinson's disease
2183,uri,http://www.wikidata.org/entity/Q6752847,en,literal,Manuel Rodríguez Gómez,literal,Parkinson's disease
2184,uri,http://www.wikidata.org/entity/Q6760985,en,literal,Maria Alice Vergueiro,literal,Parkinson's disease
2185,uri,http://www.wikidata.org/entity/Q6762873,en,literal,Marie Hicks,literal,Parkinson's disease
2186,uri,http://www.wikidata.org/entity/Q6774439,en,literal,Martha Johnson,literal,Parkinson's disease
2187,uri,http://www.wikidata.org/entity/Q6780890,en,literal,Mary Virginia Gaver,literal,Parkinson's disease
2188,uri,http://www.wikidata.org/entity/Q6794626,en,literal,Max Burr,literal,Parkinson's disease
2189,uri,http://www.wikidata.org/entity/Q6796733,en,literal,Maya Romanoff,literal,Parkinson's disease
2190,uri,http://www.wikidata.org/entity/Q6797420,en,literal,Maynard Pennell,literal,Parkinson's disease
2191,uri,http://www.wikidata.org/entity/Q6829759,en,literal,Michael DeBose,literal,Parkinson's disease
2192,uri,http://www.wikidata.org/entity/Q6830197,en,literal,Michael Fainstat,literal,Parkinson's disease
2193,uri,http://www.wikidata.org/entity/Q6831300,en,literal,Michael Hurll,literal,Parkinson's disease
