,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,ethnicity.type,ethnicity.value
1576,uri,http://www.wikidata.org/entity/Q97557803,en,literal,Rathina Kumar Shanmugakani,literal,
1577,uri,http://www.wikidata.org/entity/Q97568607,en,literal,Peter V. Svoisky,literal,
1578,uri,http://www.wikidata.org/entity/Q97613878,en,literal,Meir Teichman,literal,
1579,uri,http://www.wikidata.org/entity/Q97669175,en,literal,Shannon Maura Zelitch,literal,
1580,uri,http://www.wikidata.org/entity/Q97767953,en,literal,Michael F. Holt,literal,
1581,uri,http://www.wikidata.org/entity/Q97858638,en,literal,Natasha Zhang Foutz,literal,
1582,uri,http://www.wikidata.org/entity/Q97906004,en,literal,Wei Li,literal,
1583,uri,http://www.wikidata.org/entity/Q98160905,en,literal,Matthew B Panzer,literal,
1584,uri,http://www.wikidata.org/entity/Q98218583,en,literal,Zhangli Su,literal,
1585,uri,http://www.wikidata.org/entity/Q98236715,en,literal,Jagathpala Shetty,literal,
1586,uri,http://www.wikidata.org/entity/Q98307560,en,literal,Chengbo Wang,literal,
1587,uri,http://www.wikidata.org/entity/Q98605698,en,literal,Martin Johannes Frank,literal,
1588,uri,http://www.wikidata.org/entity/Q98623420,en,literal,Bing Li,literal,
1589,uri,http://www.wikidata.org/entity/Q98647847,en,literal,Jessica Reissig,literal,
1590,uri,http://www.wikidata.org/entity/Q98656773,en,literal,David A Lapides,literal,
1591,uri,http://www.wikidata.org/entity/Q98681437,en,literal,Deborah G. Johnson,literal,
1592,uri,http://www.wikidata.org/entity/Q98785328,en,literal,James B. Baker,literal,
1593,uri,http://www.wikidata.org/entity/Q98804943,en,literal,Hao Liu,literal,
1594,uri,http://www.wikidata.org/entity/Q99353339,en,literal,Susan Leroy,literal,
1595,uri,http://www.wikidata.org/entity/Q99407557,en,literal,Kelsey Shoub,literal,
1596,uri,http://www.wikidata.org/entity/Q99407857,en,literal,Hong-Ru Chen,literal,
1597,uri,http://www.wikidata.org/entity/Q99545629,en,literal,Caroline Larson,literal,
1598,uri,http://www.wikidata.org/entity/Q99568070,en,literal,Katrina J Debnam,literal,
1599,uri,http://www.wikidata.org/entity/Q99578507,en,literal,Andrew C Wicks,literal,
1600,uri,http://www.wikidata.org/entity/Q99603717,en,literal,Swagata Ghosh,literal,
1601,uri,http://www.wikidata.org/entity/Q100146243,en,literal,Sydney William Britton,literal,
1602,uri,http://www.wikidata.org/entity/Q100154154,en,literal,C. Thomas Gott,literal,
1603,uri,http://www.wikidata.org/entity/Q100286218,en,literal,Haiying Shen,literal,
1604,uri,http://www.wikidata.org/entity/Q100402192,en,literal,Reza J Daugherty,literal,
1605,uri,http://www.wikidata.org/entity/Q100429555,en,literal,Susan H Gray,literal,
1606,uri,http://www.wikidata.org/entity/Q100474433,en,literal,Amanda M Zimmet,literal,
1607,uri,http://www.wikidata.org/entity/Q100489868,en,literal,Lillian Aoki,literal,
1608,uri,http://www.wikidata.org/entity/Q100513009,en,literal,Zachary C. Irving,literal,
1609,uri,http://www.wikidata.org/entity/Q100534197,en,literal,Fabiane M Mundim,literal,
1610,uri,http://www.wikidata.org/entity/Q100670993,en,literal,Tanveer Singh,literal,
1611,uri,http://www.wikidata.org/entity/Q100737824,en,literal,David J Lessley,literal,
1612,uri,http://www.wikidata.org/entity/Q100761347,en,literal,Jeremy Jp Shaw,literal,
1613,uri,http://www.wikidata.org/entity/Q100890981,en,literal,Sergio Conetti,literal,
1614,uri,http://www.wikidata.org/entity/Q100939171,en,literal,Patrick I Hancock,literal,
1615,uri,http://www.wikidata.org/entity/Q100949981,en,literal,David D. Meisel,literal,
1616,uri,http://www.wikidata.org/entity/Q100958306,en,literal,Sara J Adair,literal,
1617,uri,http://www.wikidata.org/entity/Q101058067,en,literal,Steven M Boker,literal,
1618,uri,http://www.wikidata.org/entity/Q101157375,en,literal,J Zhu,literal,
1619,uri,http://www.wikidata.org/entity/Q101157380,en,literal,H Bart-Smith,literal,
1620,uri,http://www.wikidata.org/entity/Q101421727,en,literal,Christian W. McMillen,literal,
1621,uri,http://www.wikidata.org/entity/Q101536175,en,literal,Kevin Driscoll,literal,
1622,uri,http://www.wikidata.org/entity/Q102132590,en,literal,Mark F Abel,literal,
1623,uri,http://www.wikidata.org/entity/Q102133244,en,literal,Robert J Rawle,literal,
1624,uri,http://www.wikidata.org/entity/Q102174785,en,literal,Andrei Stepanovich Rapinchuk,literal,
1625,uri,http://www.wikidata.org/entity/Q102176051,en,literal,Paul S. Bourdon,literal,
1626,uri,http://www.wikidata.org/entity/Q102204551,en,literal,Kevin P Darby,literal,
1627,uri,http://www.wikidata.org/entity/Q102669500,en,literal,Leland E. Farmer,literal,
1628,uri,http://www.wikidata.org/entity/Q102842592,en,literal,Dennis T. Yang,literal,
1629,uri,http://www.wikidata.org/entity/Q103836856,en,literal,Shixin Yang,literal,
1630,uri,http://www.wikidata.org/entity/Q103838932,en,literal,M. David Litwa,literal,
1631,uri,http://www.wikidata.org/entity/Q104111847,en,literal,Alessandro Bisio,literal,
1632,uri,http://www.wikidata.org/entity/Q104142372,en,literal,Pedro Norat,literal,
1633,uri,http://www.wikidata.org/entity/Q104142453,en,literal,Leah M Dignan,literal,
1634,uri,http://www.wikidata.org/entity/Q104214745,en,literal,Elizabeth Shanks Alexander,literal,
1635,uri,http://www.wikidata.org/entity/Q104246012,en,literal,Barbara Brodie,literal,
1636,uri,http://www.wikidata.org/entity/Q104563308,en,literal,Lijing Wang,literal,
1637,uri,http://www.wikidata.org/entity/Q104609376,en,literal,Shannon E Reilly,literal,
1638,uri,http://www.wikidata.org/entity/Q104704550,en,literal,Lou Bloomfield,literal,
1639,uri,http://www.wikidata.org/entity/Q104790147,en,literal,R T Anderson,literal,
1640,uri,http://www.wikidata.org/entity/Q104791523,en,literal,Zakaria Mehrab,literal,
1641,uri,http://www.wikidata.org/entity/Q104795202,en,literal,Golam Mohi,literal,
1642,uri,http://www.wikidata.org/entity/Q105202115,en,literal,Zygmunt Derewenda,literal,
1643,uri,http://www.wikidata.org/entity/Q105521429,en,literal,Lester A. Beaurline,literal,
1644,uri,http://www.wikidata.org/entity/Q105581568,en,literal,Sears Reynolds Jayne,literal,
1645,uri,http://www.wikidata.org/entity/Q106328336,en,literal,Natalie May,literal,
1646,uri,http://www.wikidata.org/entity/Q106328728,en,literal,Justine E. Owens,literal,
1647,uri,http://www.wikidata.org/entity/Q107008888,en,literal,Joakim Reinhard,literal,
1648,uri,http://www.wikidata.org/entity/Q107227872,en,literal,Emma Candelier,literal,
1649,uri,http://www.wikidata.org/entity/Q107363347,en,literal,Nada Basit,literal,
1650,uri,http://www.wikidata.org/entity/Q107435453,en,literal,Lawrie Balfour,literal,
1651,uri,http://www.wikidata.org/entity/Q107466324,en,literal,Elliott White Jr.,literal,
1652,uri,http://www.wikidata.org/entity/Q107598328,en,literal,Patricia Wiberg,literal,
1653,uri,http://www.wikidata.org/entity/Q108064926,en,literal,Lynne A. Werner,literal,
1654,uri,http://www.wikidata.org/entity/Q108253518,en,literal,Carmenita Higginbotham,literal,
1655,uri,http://www.wikidata.org/entity/Q108545454,en,literal,Peggy P. McNaull,literal,
1656,uri,http://www.wikidata.org/entity/Q108545601,en,literal,Debra G. Perina,literal,
1657,uri,http://www.wikidata.org/entity/Q108545607,en,literal,Eunice M. Singletary,literal,
1658,uri,http://www.wikidata.org/entity/Q108625840,en,literal,Lynn Gault,literal,
1659,uri,http://www.wikidata.org/entity/Q108759480,en,literal,Cynthia M. Yoshida,literal,
1660,uri,http://www.wikidata.org/entity/Q108910012,en,literal,Jennie Z. Ma,literal,
1661,uri,http://www.wikidata.org/entity/Q108910079,en,literal,B. Gail Macik,literal,
1662,uri,http://www.wikidata.org/entity/Q108910209,en,literal,P. Preston Reynolds,literal,
1663,uri,http://www.wikidata.org/entity/Q108910259,en,literal,Vanessa M. Shami,literal,
1664,uri,http://www.wikidata.org/entity/Q108910378,en,literal,Sue A. Brown,literal,
1665,uri,http://www.wikidata.org/entity/Q108910385,en,literal,Mary L. Vance,literal,
1666,uri,http://www.wikidata.org/entity/Q108911231,en,literal,Pamela K. Mason,literal,
1667,uri,http://www.wikidata.org/entity/Q108911233,en,literal,Coleen McNamara,literal,
1668,uri,http://www.wikidata.org/entity/Q108911239,en,literal,Angela M. Taylor,literal,
1669,uri,http://www.wikidata.org/entity/Q108911250,en,literal,Judith A. Woodfolk,literal,
1670,uri,http://www.wikidata.org/entity/Q108911465,en,literal,Ruth Gaare Bernheim,literal,
1671,uri,http://www.wikidata.org/entity/Q108911542,en,literal,Mary Faith Marshall,literal,
1672,uri,http://www.wikidata.org/entity/Q109269355,en,literal,John Westcott Stewart,literal,
1673,uri,http://www.wikidata.org/entity/Q109676699,en,literal,Samantha Furr-Rogers,literal,
1674,uri,http://www.wikidata.org/entity/Q109689918,en,literal,M. Brittany Johnson,literal,
1675,uri,http://www.wikidata.org/entity/Q109774640,en,literal,Thomas Miller Klubock,literal,
1676,uri,http://www.wikidata.org/entity/Q109868873,en,literal,James Edmund Dandridge Murdaugh,literal,
1677,uri,http://www.wikidata.org/entity/Q110567908,en,literal,Cecil Lang,literal,
1678,uri,http://www.wikidata.org/entity/Q110597230,en,literal,Peter Berg,literal,
1679,uri,http://www.wikidata.org/entity/Q110794262,en,literal,Sally Ruth Bourrie,literal,
1680,uri,http://www.wikidata.org/entity/Q110900622,en,literal,Richard T. Selden,literal,
1681,uri,http://www.wikidata.org/entity/Q110937485,en,literal,John R. Hott,literal,
1682,uri,http://www.wikidata.org/entity/Q110996774,en,literal,Renate Voris,literal,
1683,uri,http://www.wikidata.org/entity/Q110997584,en,literal,Janette C. Hudson,literal,
1684,uri,http://www.wikidata.org/entity/Q111051126,en,literal,George Jesse Taylor,literal,
1685,uri,http://www.wikidata.org/entity/Q111190908,en,literal,Robert R. Doering,literal,
1686,uri,http://www.wikidata.org/entity/Q111195644,en,literal,Anthony J. Beasley,literal,
1687,uri,http://www.wikidata.org/entity/Q111206741,en,literal,John James,literal,
1688,uri,http://www.wikidata.org/entity/Q111236330,en,literal,Ravi Kuchimanchi,literal,
1689,uri,http://www.wikidata.org/entity/Q9895,en,literal,Anita K. Jones,literal,
1690,uri,http://www.wikidata.org/entity/Q14101,en,literal,Angela Orebaugh,literal,
1691,uri,http://www.wikidata.org/entity/Q49828,en,literal,Randy Pausch,literal,
1692,uri,http://www.wikidata.org/entity/Q64091,en,literal,Rolf Singer,literal,
